DateTime,Junction,Vehicles,ID,Hour,Weekday
2015-11-07 14:00:00,1,14,20151107141,14,5
2015-11-07 15:00:00,1,11,20151107151,15,5
2015-11-07 16:00:00,1,15,20151107161,16,5
2015-11-07 17:00:00,1,13,20151107171,17,5
2015-11-07 18:00:00,1,12,20151107181,18,5
2015-11-07 19:00:00,1,17,20151107191,19,5
2015-11-07 20:00:00,1,18,20151107201,20,5
2015-11-07 21:00:00,1,17,20151107211,21,5
2015-11-07 22:00:00,1,16,20151107221,22,5
2015-11-07 23:00:00,1,15,20151107231,23,5
2015-11-08 00:00:00,1,13,20151108001,0,6
2015-11-08 01:00:00,1,16,20151108011,1,6
2015-11-08 02:00:00,1,11,20151108021,2,6
2015-11-08 03:00:00,1,8,20151108031,3,6
2015-11-08 04:00:00,1,10,20151108041,4,6
2015-11-08 05:00:00,1,10,20151108051,5,6
2015-11-08 06:00:00,1,10,20151108061,6,6
2015-11-08 07:00:00,1,9,20151108071,7,6
2015-11-08 08:00:00,1,11,20151108081,8,6
2015-11-08 09:00:00,1,12,20151108091,9,6
2015-11-08 10:00:00,1,18,20151108101,10,6
2015-11-08 11:00:00,1,14,20151108111,11,6
2015-11-08 12:00:00,1,17,20151108121,12,6
2015-11-08 13:00:00,1,14,20151108131,13,6
2015-11-08 14:00:00,1,14,20151108141,14,6
2015-11-08 15:00:00,1,14,20151108151,15,6
2015-11-08 16:00:00,1,12,20151108161,16,6
2015-11-08 17:00:00,1,14,20151108171,17,6
2015-11-08 18:00:00,1,18,20151108181,18,6
2015-11-08 19:00:00,1,13,20151108191,19,6
2015-11-08 20:00:00,1,16,20151108201,20,6
2015-11-08 21:00:00,1,18,20151108211,21,6
2015-11-08 22:00:00,1,14,20151108221,22,6
2015-11-08 23:00:00,1,14,20151108231,23,6
2015-11-09 00:00:00,1,13,20151109001,0,0
2015-11-09 01:00:00,1,15,20151109011,1,0
2015-11-09 02:00:00,1,11,20151109021,2,0
2015-11-09 03:00:00,1,10,20151109031,3,0
2015-11-09 04:00:00,1,9,20151109041,4,0
2015-11-09 05:00:00,1,8,20151109051,5,0
2015-11-09 06:00:00,1,8,20151109061,6,0
2015-11-09 07:00:00,1,10,20151109071,7,0
2015-11-09 08:00:00,1,11,20151109081,8,0
2015-11-09 09:00:00,1,17,20151109091,9,0
2015-11-09 10:00:00,1,19,20151109101,10,0
2015-11-09 11:00:00,1,22,20151109111,11,0
2015-11-09 12:00:00,1,23,20151109121,12,0
2015-11-09 13:00:00,1,23,20151109131,13,0
2015-11-09 14:00:00,1,24,20151109141,14,0
2015-11-09 15:00:00,1,24,20151109151,15,0
2015-11-09 16:00:00,1,19,20151109161,16,0
2015-11-09 17:00:00,1,19,20151109171,17,0
2015-11-09 18:00:00,1,20,20151109181,18,0
2015-11-09 19:00:00,1,31,20151109191,19,0
2015-11-09 20:00:00,1,25,20151109201,20,0
2015-11-09 21:00:00,1,35,20151109211,21,0
2015-11-09 22:00:00,1,21,20151109221,22,0
2015-11-09 23:00:00,1,24,20151109231,23,0
2015-11-10 00:00:00,1,19,20151110001,0,1
2015-11-10 01:00:00,1,19,20151110011,1,1
2015-11-10 02:00:00,1,18,20151110021,2,1
2015-11-10 03:00:00,1,17,20151110031,3,1
2015-11-10 04:00:00,1,12,20151110041,4,1
2015-11-10 05:00:00,1,10,20151110051,5,1
2015-11-10 06:00:00,1,14,20151110061,6,1
2015-11-10 07:00:00,1,15,20151110071,7,1
2015-11-10 08:00:00,1,14,20151110081,8,1
2015-11-10 09:00:00,1,34,20151110091,9,1
2015-11-10 10:00:00,1,40,20151110101,10,1
2015-11-10 11:00:00,1,38,20151110111,11,1
2015-11-10 12:00:00,1,36,20151110121,12,1
2015-11-10 13:00:00,1,27,20151110131,13,1
2015-11-10 14:00:00,1,48,20151110141,14,1
2015-11-10 15:00:00,1,43,20151110151,15,1
2015-11-10 16:00:00,1,41,20151110161,16,1
2015-11-10 17:00:00,1,35,20151110171,17,1
2015-11-10 18:00:00,1,40,20151110181,18,1
2015-11-10 19:00:00,1,40,20151110191,19,1
2015-11-10 20:00:00,1,40,20151110201,20,1
2015-11-10 21:00:00,1,36,20151110211,21,1
2015-11-10 22:00:00,1,37,20151110221,22,1
2015-11-10 23:00:00,1,35,20151110231,23,1
2015-11-11 00:00:00,1,28,20151111001,0,2
2015-11-11 01:00:00,1,25,20151111011,1,2
2015-11-11 02:00:00,1,19,20151111021,2,2
2015-11-11 03:00:00,1,21,20151111031,3,2
2015-11-11 04:00:00,1,20,20151111041,4,2
2015-11-11 05:00:00,1,15,20151111051,5,2
2015-11-11 06:00:00,1,17,20151111061,6,2
2015-11-11 07:00:00,1,14,20151111071,7,2
2015-11-11 08:00:00,1,19,20151111081,8,2
2015-11-11 09:00:00,1,22,20151111091,9,2
2015-11-11 10:00:00,1,30,20151111101,10,2
2015-11-11 11:00:00,1,26,20151111111,11,2
2015-11-11 12:00:00,1,26,20151111121,12,2
2015-11-11 13:00:00,1,23,20151111131,13,2
2015-11-11 14:00:00,1,23,20151111141,14,2
2015-11-11 15:00:00,1,24,20151111151,15,2
2015-11-11 16:00:00,1,22,20151111161,16,2
2015-11-11 17:00:00,1,24,20151111171,17,2
2015-11-11 18:00:00,1,26,20151111181,18,2
2015-11-11 19:00:00,1,27,20151111191,19,2
2015-11-11 20:00:00,1,22,20151111201,20,2
2015-11-11 21:00:00,1,23,20151111211,21,2
2015-11-11 22:00:00,1,22,20151111221,22,2
2015-11-11 23:00:00,1,22,20151111231,23,2
2015-11-12 00:00:00,1,22,20151112001,0,3
2015-11-12 01:00:00,1,17,20151112011,1,3
2015-11-12 02:00:00,1,15,20151112021,2,3
2015-11-12 03:00:00,1,12,20151112031,3,3
2015-11-12 04:00:00,1,13,20151112041,4,3
2015-11-12 05:00:00,1,9,20151112051,5,3
2015-11-12 06:00:00,1,14,20151112061,6,3
2015-11-12 07:00:00,1,13,20151112071,7,3
2015-11-12 08:00:00,1,15,20151112081,8,3
2015-11-12 09:00:00,1,27,20151112091,9,3
2015-11-12 10:00:00,1,39,20151112101,10,3
2015-11-12 11:00:00,1,40,20151112111,11,3
2015-11-12 12:00:00,1,36,20151112121,12,3
2015-11-12 13:00:00,1,34,20151112131,13,3
2015-11-12 14:00:00,1,33,20151112141,14,3
2015-11-12 15:00:00,1,28,20151112151,15,3
2015-11-12 16:00:00,1,30,20151112161,16,3
2015-11-12 17:00:00,1,26,20151112171,17,3
2015-11-12 18:00:00,1,30,20151112181,18,3
2015-11-12 19:00:00,1,35,20151112191,19,3
2015-11-12 20:00:00,1,38,20151112201,20,3
2015-11-12 21:00:00,1,34,20151112211,21,3
2015-11-12 22:00:00,1,30,20151112221,22,3
2015-11-12 23:00:00,1,27,20151112231,23,3
2015-11-13 00:00:00,1,24,20151113001,0,4
2015-11-13 01:00:00,1,21,20151113011,1,4
2015-11-13 02:00:00,1,16,20151113021,2,4
2015-11-13 03:00:00,1,16,20151113031,3,4
2015-11-13 04:00:00,1,13,20151113041,4,4
2015-11-13 05:00:00,1,11,20151113051,5,4
2015-11-13 06:00:00,1,13,20151113061,6,4
2015-11-13 07:00:00,1,15,20151113071,7,4
2015-11-13 08:00:00,1,17,20151113081,8,4
2015-11-13 09:00:00,1,18,20151113091,9,4
2015-11-13 10:00:00,1,24,20151113101,10,4
2015-11-13 11:00:00,1,41,20151113111,11,4
2015-11-13 12:00:00,1,29,20151113121,12,4
2015-11-13 13:00:00,1,25,20151113131,13,4
2015-11-13 14:00:00,1,25,20151113141,14,4
2015-11-13 15:00:00,1,26,20151113151,15,4
2015-11-13 16:00:00,1,25,20151113161,16,4
2015-11-13 17:00:00,1,24,20151113171,17,4
2015-11-13 18:00:00,1,26,20151113181,18,4
2015-11-13 19:00:00,1,24,20151113191,19,4
2015-11-13 20:00:00,1,28,20151113201,20,4
2015-11-13 21:00:00,1,22,20151113211,21,4
2015-11-13 22:00:00,1,23,20151113221,22,4
2015-11-13 23:00:00,1,18,20151113231,23,4
2015-11-14 00:00:00,1,21,20151114001,0,5
2015-11-14 01:00:00,1,20,20151114011,1,5
2015-11-14 02:00:00,1,15,20151114021,2,5
2015-11-14 03:00:00,1,13,20151114031,3,5
2015-11-14 04:00:00,1,10,20151114041,4,5
2015-11-14 05:00:00,1,10,20151114051,5,5
2015-11-14 06:00:00,1,12,20151114061,6,5
2015-11-14 07:00:00,1,9,20151114071,7,5
2015-11-14 08:00:00,1,11,20151114081,8,5
2015-11-14 09:00:00,1,15,20151114091,9,5
2015-11-14 10:00:00,1,16,20151114101,10,5
2015-11-14 11:00:00,1,16,20151114111,11,5
2015-11-14 12:00:00,1,12,20151114121,12,5
2015-11-14 13:00:00,1,11,20151114131,13,5
2015-11-14 14:00:00,1,14,20151114141,14,5
2015-11-14 15:00:00,1,16,20151114151,15,5
2015-11-14 16:00:00,1,18,20151114161,16,5
2015-11-14 17:00:00,1,13,20151114171,17,5
2015-11-14 18:00:00,1,17,20151114181,18,5
2015-11-14 19:00:00,1,15,20151114191,19,5
2015-11-14 20:00:00,1,19,20151114201,20,5
2015-11-14 21:00:00,1,15,20151114211,21,5
2015-11-14 22:00:00,1,19,20151114221,22,5
2015-11-14 23:00:00,1,15,20151114231,23,5
2015-11-15 00:00:00,1,15,20151115001,0,6
2015-11-15 01:00:00,1,13,20151115011,1,6
2015-11-15 02:00:00,1,14,20151115021,2,6
2015-11-15 03:00:00,1,10,20151115031,3,6
2015-11-15 04:00:00,1,8,20151115041,4,6
2015-11-15 05:00:00,1,9,20151115051,5,6
2015-11-15 06:00:00,1,9,20151115061,6,6
2015-11-15 07:00:00,1,9,20151115071,7,6
2015-11-15 08:00:00,1,9,20151115081,8,6
2015-11-15 09:00:00,1,16,20151115091,9,6
2015-11-15 10:00:00,1,18,20151115101,10,6
2015-11-15 11:00:00,1,18,20151115111,11,6
2015-11-15 12:00:00,1,17,20151115121,12,6
2015-11-15 13:00:00,1,18,20151115131,13,6
2015-11-15 14:00:00,1,14,20151115141,14,6
2015-11-15 15:00:00,1,15,20151115151,15,6
2015-11-15 16:00:00,1,13,20151115161,16,6
2015-11-15 17:00:00,1,15,20151115171,17,6
2015-11-15 18:00:00,1,19,20151115181,18,6
2015-11-15 19:00:00,1,18,20151115191,19,6
2015-11-15 20:00:00,1,21,20151115201,20,6
2015-11-15 21:00:00,1,17,20151115211,21,6
2015-11-15 22:00:00,1,17,20151115221,22,6
2015-11-15 23:00:00,1,15,20151115231,23,6
2015-11-16 00:00:00,1,17,20151116001,0,0
2015-11-16 01:00:00,1,14,20151116011,1,0
2015-11-16 02:00:00,1,13,20151116021,2,0
2015-11-16 03:00:00,1,15,20151116031,3,0
2015-11-16 04:00:00,1,12,20151116041,4,0
2015-11-16 05:00:00,1,12,20151116051,5,0
2015-11-16 06:00:00,1,13,20151116061,6,0
2015-11-16 07:00:00,1,14,20151116071,7,0
2015-11-16 08:00:00,1,13,20151116081,8,0
2015-11-16 09:00:00,1,16,20151116091,9,0
2015-11-16 10:00:00,1,26,20151116101,10,0
2015-11-16 11:00:00,1,21,20151116111,11,0
2015-11-16 12:00:00,1,26,20151116121,12,0
2015-11-16 13:00:00,1,24,20151116131,13,0
2015-11-16 14:00:00,1,26,20151116141,14,0
2015-11-16 15:00:00,1,22,20151116151,15,0
2015-11-16 16:00:00,1,24,20151116161,16,0
2015-11-16 17:00:00,1,26,20151116171,17,0
2015-11-16 18:00:00,1,23,20151116181,18,0
2015-11-16 19:00:00,1,29,20151116191,19,0
2015-11-16 20:00:00,1,31,20151116201,20,0
2015-11-16 21:00:00,1,27,20151116211,21,0
2015-11-16 22:00:00,1,27,20151116221,22,0
2015-11-16 23:00:00,1,26,20151116231,23,0
2015-11-17 00:00:00,1,23,20151117001,0,1
2015-11-17 01:00:00,1,21,20151117011,1,1
2015-11-17 02:00:00,1,19,20151117021,2,1
2015-11-17 03:00:00,1,16,20151117031,3,1
2015-11-17 04:00:00,1,11,20151117041,4,1
2015-11-17 05:00:00,1,11,20151117051,5,1
2015-11-17 06:00:00,1,15,20151117061,6,1
2015-11-17 07:00:00,1,12,20151117071,7,1
2015-11-17 08:00:00,1,12,20151117081,8,1
2015-11-17 09:00:00,1,18,20151117091,9,1
2015-11-17 10:00:00,1,31,20151117101,10,1
2015-11-17 11:00:00,1,42,20151117111,11,1
2015-11-17 12:00:00,1,37,20151117121,12,1
2015-11-17 13:00:00,1,30,20151117131,13,1
2015-11-17 14:00:00,1,33,20151117141,14,1
2015-11-17 15:00:00,1,28,20151117151,15,1
2015-11-17 16:00:00,1,29,20151117161,16,1
2015-11-17 17:00:00,1,28,20151117171,17,1
2015-11-17 18:00:00,1,28,20151117181,18,1
2015-11-17 19:00:00,1,31,20151117191,19,1
2015-11-17 20:00:00,1,28,20151117201,20,1
2015-11-17 21:00:00,1,26,20151117211,21,1
2015-11-17 22:00:00,1,26,20151117221,22,1
2015-11-17 23:00:00,1,27,20151117231,23,1
2015-11-18 00:00:00,1,24,20151118001,0,2
2015-11-18 01:00:00,1,23,20151118011,1,2
2015-11-18 02:00:00,1,20,20151118021,2,2
2015-11-18 03:00:00,1,19,20151118031,3,2
2015-11-18 04:00:00,1,20,20151118041,4,2
2015-11-18 05:00:00,1,16,20151118051,5,2
2015-11-18 06:00:00,1,19,20151118061,6,2
2015-11-18 07:00:00,1,16,20151118071,7,2
2015-11-18 08:00:00,1,17,20151118081,8,2
2015-11-18 09:00:00,1,19,20151118091,9,2
2015-11-18 10:00:00,1,30,20151118101,10,2
2015-11-18 11:00:00,1,44,20151118111,11,2
2015-11-18 12:00:00,1,35,20151118121,12,2
2015-11-18 13:00:00,1,34,20151118131,13,2
2015-11-18 14:00:00,1,31,20151118141,14,2
2015-11-18 15:00:00,1,31,20151118151,15,2
2015-11-18 16:00:00,1,28,20151118161,16,2
2015-11-18 17:00:00,1,34,20151118171,17,2
2015-11-18 18:00:00,1,37,20151118181,18,2
2015-11-18 19:00:00,1,37,20151118191,19,2
2015-11-18 20:00:00,1,34,20151118201,20,2
2015-11-18 21:00:00,1,31,20151118211,21,2
2015-11-18 22:00:00,1,29,20151118221,22,2
2015-11-18 23:00:00,1,28,20151118231,23,2
2015-11-19 00:00:00,1,32,20151119001,0,3
2015-11-19 01:00:00,1,23,20151119011,1,3
2015-11-19 02:00:00,1,20,20151119021,2,3
2015-11-19 03:00:00,1,16,20151119031,3,3
2015-11-19 04:00:00,1,18,20151119041,4,3
2015-11-19 05:00:00,1,17,20151119051,5,3
2015-11-19 06:00:00,1,16,20151119061,6,3
2015-11-19 07:00:00,1,17,20151119071,7,3
2015-11-19 08:00:00,1,18,20151119081,8,3
2015-11-19 09:00:00,1,25,20151119091,9,3
2015-11-19 10:00:00,1,31,20151119101,10,3
2015-11-19 11:00:00,1,32,20151119111,11,3
2015-11-19 12:00:00,1,31,20151119121,12,3
2015-11-19 13:00:00,1,29,20151119131,13,3
2015-11-19 14:00:00,1,31,20151119141,14,3
2015-11-19 15:00:00,1,31,20151119151,15,3
2015-11-19 16:00:00,1,30,20151119161,16,3
2015-11-19 17:00:00,1,28,20151119171,17,3
2015-11-19 18:00:00,1,29,20151119181,18,3
2015-11-19 19:00:00,1,36,20151119191,19,3
2015-11-19 20:00:00,1,29,20151119201,20,3
2015-11-19 21:00:00,1,28,20151119211,21,3
2015-11-19 22:00:00,1,30,20151119221,22,3
2015-11-19 23:00:00,1,29,20151119231,23,3
2015-11-20 00:00:00,1,24,20151120001,0,4
2015-11-20 01:00:00,1,20,20151120011,1,4
2015-11-20 02:00:00,1,15,20151120021,2,4
2015-11-20 03:00:00,1,14,20151120031,3,4
2015-11-20 04:00:00,1,13,20151120041,4,4
2015-11-20 05:00:00,1,8,20151120051,5,4
2015-11-20 06:00:00,1,12,20151120061,6,4
2015-11-20 07:00:00,1,14,20151120071,7,4
2015-11-20 08:00:00,1,15,20151120081,8,4
2015-11-20 09:00:00,1,20,20151120091,9,4
2015-11-20 10:00:00,1,26,20151120101,10,4
2015-11-20 11:00:00,1,26,20151120111,11,4
2015-11-20 12:00:00,1,26,20151120121,12,4
2015-11-20 13:00:00,1,21,20151120131,13,4
2015-11-20 14:00:00,1,26,20151120141,14,4
2015-11-20 15:00:00,1,29,20151120151,15,4
2015-11-20 16:00:00,1,20,20151120161,16,4
2015-11-20 17:00:00,1,22,20151120171,17,4
2015-11-20 18:00:00,1,25,20151120181,18,4
2015-11-20 19:00:00,1,27,20151120191,19,4
2015-11-20 20:00:00,1,26,20151120201,20,4
2015-11-20 21:00:00,1,24,20151120211,21,4
2015-11-20 22:00:00,1,25,20151120221,22,4
2015-11-20 23:00:00,1,21,20151120231,23,4
2015-11-21 00:00:00,1,17,20151121001,0,5
2015-11-21 01:00:00,1,16,20151121011,1,5
2015-11-21 02:00:00,1,15,20151121021,2,5
2015-11-21 03:00:00,1,15,20151121031,3,5
2015-11-21 04:00:00,1,15,20151121041,4,5
2015-11-21 05:00:00,1,8,20151121051,5,5
2015-11-21 06:00:00,1,12,20151121061,6,5
2015-11-21 07:00:00,1,13,20151121071,7,5
2015-11-21 08:00:00,1,12,20151121081,8,5
2015-11-21 09:00:00,1,16,20151121091,9,5
2015-11-21 10:00:00,1,18,20151121101,10,5
2015-11-21 11:00:00,1,17,20151121111,11,5
2015-11-21 12:00:00,1,18,20151121121,12,5
2015-11-21 13:00:00,1,15,20151121131,13,5
2015-11-21 14:00:00,1,21,20151121141,14,5
2015-11-21 15:00:00,1,18,20151121151,15,5
2015-11-21 16:00:00,1,17,20151121161,16,5
2015-11-21 17:00:00,1,17,20151121171,17,5
2015-11-21 18:00:00,1,19,20151121181,18,5
2015-11-21 19:00:00,1,22,20151121191,19,5
2015-11-21 20:00:00,1,18,20151121201,20,5
2015-11-21 21:00:00,1,17,20151121211,21,5
2015-11-21 22:00:00,1,22,20151121221,22,5
2015-11-21 23:00:00,1,17,20151121231,23,5
2015-11-22 00:00:00,1,15,20151122001,0,6
2015-11-22 01:00:00,1,15,20151122011,1,6
2015-11-22 02:00:00,1,11,20151122021,2,6
2015-11-22 03:00:00,1,12,20151122031,3,6
2015-11-22 04:00:00,1,11,20151122041,4,6
2015-11-22 05:00:00,1,8,20151122051,5,6
2015-11-22 06:00:00,1,11,20151122061,6,6
2015-11-22 07:00:00,1,9,20151122071,7,6
2015-11-22 08:00:00,1,8,20151122081,8,6
2015-11-22 09:00:00,1,15,20151122091,9,6
2015-11-22 10:00:00,1,18,20151122101,10,6
2015-11-22 11:00:00,1,18,20151122111,11,6
2015-11-22 12:00:00,1,20,20151122121,12,6
2015-11-22 13:00:00,1,20,20151122131,13,6
2015-11-22 14:00:00,1,20,20151122141,14,6
2015-11-22 15:00:00,1,15,20151122151,15,6
2015-11-22 16:00:00,1,16,20151122161,16,6
2015-11-22 17:00:00,1,16,20151122171,17,6
2015-11-22 18:00:00,1,21,20151122181,18,6
2015-11-22 19:00:00,1,27,20151122191,19,6
2015-11-22 20:00:00,1,26,20151122201,20,6
2015-11-22 21:00:00,1,24,20151122211,21,6
2015-11-22 22:00:00,1,20,20151122221,22,6
2015-11-22 23:00:00,1,20,20151122231,23,6
2015-11-23 00:00:00,1,21,20151123001,0,0
2015-11-23 01:00:00,1,14,20151123011,1,0
2015-11-23 02:00:00,1,16,20151123021,2,0
2015-11-23 03:00:00,1,14,20151123031,3,0
2015-11-23 04:00:00,1,11,20151123041,4,0
2015-11-23 05:00:00,1,11,20151123051,5,0
2015-11-23 06:00:00,1,9,20151123061,6,0
2015-11-23 07:00:00,1,12,20151123071,7,0
